@relation training

@attribute lemah numeric
@attribute aman numeric
@attribute wireless numeric
@attribute analisis numeric
@attribute irim numeric
@attribute system numeric
@attribute monitoring numeric
@attribute komputer numeric
@attribute data numeric
@attribute class numeric
@attribute modeler numeric
@attribute opnet numeric
@attribute scheduling numeric
@attribute wimax numeric
@attribute service numeric
@attribute simulasi numeric
@attribute analisa numeric
@attribute control numeric
@attribute acquisition numeric
@attribute and numeric
@attribute scada numeric
@attribute supervisory numeric
@attribute zigbee numeric
@attribute komunikasi numeric
@attribute implementasi numeric
@attribute campus numeric
@attribute cyber numeric
@attribute laboratory numeric
@attribute jaringan numeric
@attribute ccl numeric
@attribute pada numeric
@attribute segmentasi numeric
@attribute stikubank numeric
@attribute vlan numeric
@attribute untuk numeric
@attribute universitas numeric
@attribute rancang numeric
@attribute mesh numeric
@attribute hybrid numeric
@attribute ieee numeric
@attribute routing numeric
@attribute s numeric
@attribute standar numeric
@attribute formansi numeric
@attribute hwmp numeric
@attribute wmn numeric
@attribute protocol numeric
@attribute network numeric
@attribute dasar numeric
@attribute terap numeric
@attribute policy numeric
@attribute remaja numeric
@attribute instansi numeric
@attribute didik numeric
@attribute sehat numeric
@attribute initial numeric
@attribute over numeric
@attribute h numeric
@attribute protokol numeric
@attribute qos numeric
@attribute services numeric
@attribute session numeric
@attribute sip numeric
@attribute voice numeric
@attribute voip numeric
@attribute quality numeric
@attribute of numeric
@attribute ibnu numeric
@attribute nalisis numeric
@attribute qoyyim numeric
@attribute sains numeric
@attribute islam numeric
@attribute surakarta numeric
@attribute teknolog numeric
@attribute seko numeric
@attribute ancang numeric
@attribute net numeric
@attribute rt numeric
@attribute rw numeric
@attribute area numeric
@attribute local numeric
@attribute akses numeric
@attribute saring numeric
@attribute squid numeric
@attribute linux numeric
@attribute router numeric
@attribute teknis numeric
@attribute mikrotik numeric
@attribute banding numeric
@attribute energ numeric
@attribute listrik numeric
@attribute database numeric
@attribute web numeric
@attribute amin numeric
@attribute berbah numeric
@attribute masjid numeric
@attribute al numeric
@attribute internet numeric
@attribute jaring numeric
@attribute alhikmah numeric
@attribute manajemen numeric
@attribute tanon numeric
@attribute wan numeric
@attribute smk numeric
@attribute rekayasa numeric
@attribute hotspot numeric
@attribute traffic numeric
@attribute filtering numeric
@attribute endali numeric
@attribute embang numeric
@attribute basis numeric
@attribute anta numeric
@attribute arges numeric
@attribute bandwidth numeric
@attribute zentyal numeric
@attribute management numeric
@attribute pt numeric
@attribute citra numeric
@attribute access numeric
@attribute ldap numeric
@attribute lightweight numeric
@attribute mitma numeric
@attribute on numeric
@attribute rectory numeric
@attribute sign numeric
@attribute single numeric
@attribute sso numeric
@attribute ekspresi numeric
@attribute regular numeric
@attribute scraping numeric
@attribute situs numeric
@attribute wikipedia numeric
@attribute simple numeric
@attribute aplikasi numeric
@attribute bangun numeric
@attribute detection numeric
@attribute intrusion numeric
@attribute nirkabel numeric
@attribute akai numeric
@attribute bmkg numeric
@attribute juanda numeric
@attribute sarg numeric
@attribute surabaya numeric
@attribute proxy numeric
@attribute server numeric
@attribute studi numeric
@attribute sumberlawang numeric
@attribute smp numeric
@attribute neger numeric
@attribute load numeric
@attribute balancing numeric
@attribute tunggal numeric
@attribute virtual numeric
@attribute cluster numeric
@attribute istimewa numeric
@attribute olahraga numeric
@attribute uda numeric
@attribute wifi numeric
@attribute daerah numeric
@attribute dinas numeric
@attribute yogyakarta numeric
@attribute gateway numeric
@attribute sms numeric
@attribute informatika numeric
@attribute enkripsi numeric
@attribute file numeric
@attribute playfair numeric
@attribute teks numeric
@attribute client numeric
@attribute highavailability numeric
@attribute hukum numeric
@attribute udayana numeric
@attribute vpn numeric
@attribute fakultas numeric
@attribute bucket numeric
@attribute hierarchical numeric
@attribute token numeric
@attribute filter numeric
@attribute optimalisasi numeric
@attribute pinang numeric
@attribute provider numeric
@attribute samarinda numeric
@attribute spasial numeric
@attribute sunga numeric
@attribute camat numeric
@attribute kota numeric
@attribute mobile numeric
@attribute cache numeric
@attribute video numeric
@attribute sma numeric
@attribute jurus numeric
@attribute siswa numeric
@attribute dukung numeric
@attribute putus numeric
@attribute ikan numeric
@attribute konsumsi numeric
@attribute tawar numeric
@attribute website numeric
@attribute air numeric
@attribute diagnosa numeric
@attribute sakit numeric
@attribute pakar numeric
@attribute base numeric
@attribute jiwa numeric
@attribute ganggu numeric
@attribute case numeric
@attribute reasoning numeric
@attribute entu numeric
@attribute jenis numeric
@attribute buah numeric
@attribute budidaya numeric
@attribute lahan numeric
@attribute sesuai numeric
@attribute tani numeric
@attribute tanam numeric
@attribute tentu numeric
@attribute stroke numeric
@attribute factor numeric
@attribute certainty numeric
@attribute tode numeric
@attribute giat numeric
@attribute organisasi numeric
@attribute based numeric
@attribute ilih numeric
@attribute damster numeric
@attribute kembang numeric
@attribute anak numeric
@attribute shafer numeric
@attribute jendela numeric
@attribute johar numeric
@attribute pribadi numeric
@attribute konsep numeric
@attribute manusia numeric
@attribute deteksi numeric
@attribute hias numeric
@attribute agnosa numeric
@attribute forward numeric
@attribute konsultasi numeric
@attribute senam numeric
@attribute chaining numeric
@attribute artificial numeric
@attribute breadth numeric
@attribute intellegencia numeric
@attribute first numeric
@attribute search numeric
@attribute guna numeric
@attribute judul numeric
@attribute skripsi numeric
@attribute topsis numeric
@attribute untukmenentu numeric
@attribute teknik numeric
@attribute hardware numeric
@attribute laptop numeric
@attribute agnosis numeric
@attribute rusak numeric
@attribute bengkulu numeric
@attribute bkkbn numeric
@attribute kb numeric
@attribute serta numeric
@attribute telad numeric
@attribute visual numeric
@attribute rogram numeric
@attribute basic numeric
@attribute ata numeric
@attribute bakat numeric
@attribute bekasi numeric
@attribute global numeric
@attribute minat numeric
@attribute putih numeric
@attribute tes numeric
@attribute kuliah numeric
@attribute android numeric
@attribute backward numeric
@attribute sepeda numeric
@attribute motor numeric
@attribute notebook numeric
@attribute dempster numeric
@attribute asuh numeric
@attribute awat numeric
@attribute pneumonia numeric
@attribute derita numeric
@attribute informasi numeric
@attribute bibit numeric
@attribute bptu numeric
@attribute kulit numeric
@attribute sapi numeric
@attribute todeforward numeric
@attribute unggul numeric
@attribute bali numeric
@attribute ternak numeric
@attribute bala numeric
@attribute barat numeric
@attribute gawa numeric
@attribute nakertrans numeric
@attribute sumba numeric
@attribute waikabubak numeric
@attribute prestasi numeric
@attribute amikom numeric
@attribute ili numeric
@attribute stmik numeric
@attribute karyaw numeric
@attribute kinerja numeric
@attribute guru numeric
@attribute swasta numeric
@attribute gigi numeric
@attribute angkat numeric
@attribute jantung numeric
@attribute koroner numeric
@attribute muhammadiyah numeric
@attribute pku numeric
@attribute resiko numeric
@attribute rs numeric
@attribute prototype numeric
@attribute tingkat numeric
@attribute esel numeric
@attribute mesin numeric
@attribute panther numeric
@attribute mobil numeric
@attribute na numeric
@attribute ve numeric
@attribute bayes numeric
@attribute rakyat numeric
@attribute kaliangkrik numeric
@attribute kredit numeric
@attribute bank numeric
@attribute unit numeric
@attribute magelang numeric
@attribute usaha numeric
@attribute indonesia numeric
@attribute cerna numeric
@attribute salur numeric
@attribute iodontalmengguna numeric
@attribute fuzzy numeric
@attribute criteria numeric
@attribute favorit numeric
@attribute juru numeric
@attribute making numeric
@attribute tunjang numeric
@attribute engah numeric
@attribute decision numeric
@attribute multi numeric
@attribute kebutaan numeric
@attribute menggunakan numeric
@attribute pemrograman numeric
@attribute pendiagnosa numeric
@attribute borland numeric
@attribute delphi numeric
@attribute dengan numeric
@attribute warna numeric
@attribute additive numeric
@attribute beasiswa numeric
@attribute keputusan numeric
@attribute metode numeric
@attribute pendukung numeric
@attribute penerimaan numeric
@attribute pengambilan numeric
@attribute saw numeric
@attribute weighting numeric
@attribute demam numeric
@attribute darah numeric
@attribute balanced numeric
@attribute respat numeric
@attribute scorecard numeric
@attribute tilai numeric
@attribute dosen numeric
@attribute dokument numeric
@attribute java numeric
@attribute ogram numeric
@attribute naive numeric
@attribute bahasa numeric
@attribute klasifikasi numeric
@attribute c numeric
@attribute mahasiswa numeric
@attribute kualitas numeric
@attribute mahasiwa numeric
@attribute masuk numeric
@attribute pohon numeric
@attribute jalur numeric
@attribute ingkat numeric
@attribute kanbaru numeric
@attribute mpi numeric
@attribute parallel numeric
@attribute passing numeric
@attribute processing numeric
@attribute ssage numeric
@attribute e numeric
@attribute learning numeric
@attribute interface numeric
@attribute aids numeric
@attribute hiv numeric
@attribute backpropagation numeric
@attribute kohonen numeric
@attribute syaraf numeric
@attribute tiru numeric
@attribute pola numeric
@attribute enal numeric
@attribute algoritma numeric
@attribute adaptive numeric
@attribute anfis numeric
@attribute cepstrum numeric
@attribute coefficients numeric
@attribute inferense numeric
@attribute lampu numeric
@attribute lfrequency numeric
@attribute neuro numeric
@attribute mfcc numeric
@attribute otomatis numeric
@attribute kontrol numeric
@attribute suara numeric
@attribute jember numeric
@attribute spbu numeric
@attribute dekat numeric
@attribute jarak numeric
@attribute dijkstra numeric
@attribute kabupaten numeric
@attribute pendek numeric
@attribute cari numeric
@attribute jari numeric
@attribute karakteristik numeric
@attribute sidik numeric
@attribute growth numeric
@attribute ceta numeric
@attribute aprior numeric
@attribute basket numeric
@attribute fp numeric
@attribute frequent numeric
@attribute gramedia numeric
@attribute analysis numeric
@attribute market numeric
@attribute pattern numeric
@attribute produk numeric
@attribute buku numeric
@attribute mining numeric
@attribute jual numeric
@attribute abstrak numeric
@attribute quantization numeric
@attribute tesis numeric
@attribute vector numeric
@attribute hidden numeric
@attribute markov numeric
@attribute winamp numeric
@attribute intah numeric
@attribute model numeric
@attribute kmeans numeric
@attribute tugas numeric
@attribute dokumen numeric
@attribute darat numeric
@attribute jalan numeric
@attribute selat numeric
@attribute sumatera numeric
@attribute lintas numeric
@attribute aksara numeric
@attribute jawa numeric
@attribute layer numeric
@attribute ceptron numeric
@attribute tulis numeric
@attribute tangan numeric
@attribute wisata numeric
@attribute rute numeric
@attribute disiplin numeric
@attribute ekonom numeric
@attribute motivasi numeric
@attribute akademik numeric
@attribute hasil numeric
@attribute prediksi numeric
@attribute ajar numeric
@attribute golong numeric
@attribute alphabet numeric
@attribute bp numeric
@attribute jst numeric
@attribute online numeric
@attribute absensi numeric
@attribute wajah numeric
@attribute wavelet numeric
@attribute webcam numeric
@attribute gender numeric
@attribute svm numeric
@attribute machine numeric
@attribute support numeric
@attribute greedy numeric
@attribute ontolog numeric
@attribute ita numeric
@attribute kuning numeric
@attribute lancang numeric
@attribute lulus numeric
@attribute promosi numeric
@attribute strateg numeric
@attribute classifier numeric
@attribute forum numeric
@attribute klasifikaf numeric
@attribute knearest numeric
@attribute neghbour numeric
@attribute temu numeric
@attribute clustering numeric
@attribute cmeans numeric
@attribute cuaca numeric
@attribute iklim numeric
@attribute ioditas numeric
@attribute laihar numeric
@attribute wilayah numeric
@attribute mbngguna numeric
@attribute space numeric
@attribute jurnal numeric
@attribute oov numeric
@attribute euclide numeric
@attribute invariant numeric
@attribute momennt numeric
@attribute tanda numeric
@attribute stance numeric
@attribute cerdas numeric
@attribute indikator numeric
@attribute komputasi numeric
@attribute macet numeric
@attribute ndara numeric
@attribute rawan numeric
@attribute terima numeric
@attribute tree numeric
@attribute optimasi numeric
@attribute tema numeric
@attribute bayesi numeric
@attribute classification numeric
@attribute confix numeric
@attribute stemmer numeric
@attribute stripping numeric
@attribute floydwarshall numeric
@attribute gedung numeric
@attribute kampus numeric
@attribute emosi numeric
@attribute agent numeric
@attribute mensi numeric
@attribute optimization numeric
@attribute particle numeric
@attribute posisi numeric
@attribute sepak numeric
@attribute strategis numeric
@attribute swarm numeric
@attribute bola numeric
@attribute bahaya numeric
@attribute mini numeric
@attribute omni numeric
@attribute rectional numeric
@attribute avr numeric
@attribute mikrokontroller numeric
@attribute wallfollower numeric
@attribute hexapod numeric
@attribute navigasi numeric
@attribute logic numeric
@attribute robot numeric
@attribute gera numeric
@attribute humanoid numeric
@attribute tracking numeric
@attribute stamp numeric
@attribute api numeric
@attribute anfaat numeric
@attribute lego numeric
@attribute dia numeric
@attribute logika numeric
@attribute depth numeric
@attribute solving numeric
@attribute maze numeric
@attribute ganda numeric
@attribute jejak numeric
@attribute ruang numeric
@attribute ultrasonik numeric
@attribute bluetooth numeric
@attribute sensor numeric
@attribute ndali numeric
@attribute ats numeric
@attribute lengkap numeric
@attribute mikrokotroler numeric
@attribute kamera numeric
@attribute oda numeric
@attribute buat numeric
@attribute lengan numeric
@attribute ann numeric
@attribute bantu numeric
@attribute jelajah numeric
@attribute alat numeric
@attribute seimbang numeric
@attribute mikrokontroler numeric
@attribute line numeric
@attribute follower numeric
@attribute ekstrim numeric
@attribute pid numeric
@attribute proportionalintegralderivative numeric
@attribute sudut numeric
@attribute f numeric
@attribute kaki numeric
@attribute microcontroller numeric
@attribute pic numeric
@attribute servo numeric
@attribute ad numeric
@attribute hoc numeric
@attribute its numeric
@attribute real numeric
@attribute time numeric
@attribute transfer numeric
@attribute manipulator numeric
@attribute rjasama numeric
@attribute desain numeric
@attribute controlled numeric
@attribute remote numeric
@attribute uno numeric
@attribute arduino numeric
@attribute agonal numeric
@attribute cahaya numeric
@attribute intensitas numeric
@attribute layar numeric
@attribute onton numeric
@attribute otomatisasi numeric
@attribute televisi numeric
@attribute atmega numeric
@attribute autonomous numeric
@attribute bebas numeric
@attribute controller numeric
@attribute hambat numeric
@attribute ampil numeric
@attribute gerak numeric
@attribute lcd numeric
@attribute status numeric
@attribute gas numeric
@attribute sumber numeric
@attribute sugeno numeric
@attribute wall numeric
@attribute adam numeric
@attribute barang numeric
@attribute berat numeric
@attribute degree numeric
@attribute dof numeric
@attribute freedom numeric
@attribute seleksi numeric
@attribute garis numeric
@attribute infra numeric
@attribute merah numeric
@attribute usb numeric
@attribute aero numeric
@attribute elektrik numeric
@attribute golden numeric
@attribute kanik numeric
@attribute ratio numeric
@attribute robotik numeric
@attribute cepat numeric
@attribute toda numeric
@attribute bersih numeric
@attribute lanta numeric
@attribute awak numeric
@attribute boat numeric
@attribute fill numeric
@attribute flood numeric
@attribute koordinat numeric
@attribute mapping numeric
@attribute titik numeric
@attribute ghz numeric
@attribute angan numeric
@attribute atur numeric
@attribute if numeric
@attribute lingkung numeric
@attribute then numeric
@attribute tidakpasti numeric
@attribute vehicle numeric
@attribute ubah numeric
@attribute gitar numeric
@attribute musik numeric
@attribute skenario numeric
@attribute timeline numeric
@attribute multimedia numeric
@attribute interaktif numeric
@attribute honda numeric
@attribute cvkharisma numeric
@attribute esan numeric
@attribute lunak numeric
@attribute ii numeric
@attribute inggris numeric
@attribute kelas numeric
@attribute akuntansi numeric
@attribute jasa numeric
@attribute komersial numeric
@attribute rasio numeric
@attribute alumn numeric
@attribute ilmu numeric
@attribute klabat numeric
@attribute geograf numeric
@attribute karang numeric
@attribute pandan numeric
@attribute vii numeric
@attribute elektronik numeric
@attribute jaya numeric
@attribute pacit numeric
@attribute toko numeric
@attribute pariwisata numeric
@attribute geografis numeric
@attribute sandi numeric
@attribute bentuk numeric
@attribute morse numeric
@attribute semaphore numeric
@attribute annum numeric
@attribute block numeric
@attribute caba numeric
@attribute capsicum numeric
@attribute city numeric
@attribute l numeric
@attribute identifikasi numeric
@attribute matlab numeric
@attribute radiograf numeric
@attribute ukur numeric
@attribute gital numeric
@attribute janin numeric
@attribute lamin numeric
@attribute usg numeric
@attribute biner numeric
@attribute gray numeric
@attribute level numeric
@attribute kupang numeric
@attribute batik numeric
@attribute motif numeric
@attribute olah numeric
@attribute arsip numeric
@attribute gembong numeric
@attribute kab numeric
@attribute mts numeric
@attribute multiuser numeric
@attribute pati numeric
@attribute barcode numeric
@attribute ir numeric
@attribute presensi numeric
@attribute reader numeric
@attribute slot numeric
@attribute slr numeric
@attribute gaung numeric
@attribute serka numeric
@attribute lapan numeric
@attribute pameungpeuk numeric
@attribute produksi numeric
@attribute roket numeric
@attribute uji numeric
@attribute ilmiah numeric
@attribute mysql numeric
@attribute php numeric
@attribute jala numeric
@attribute prokreasi numeric
@attribute elola numeric
@attribute uang numeric
@attribute garut numeric
@attribute riset numeric
@attribute sebarantempat numeric
@attribute beli numeric
@attribute engembang numeric
@attribute dagang numeric
@attribute akademis numeric
@attribute man numeric
@attribute surat numeric
@attribute buton numeric
@attribute erintah numeric
@attribute flow numeric
@attribute utara numeric
@attribute work numeric
@attribute fadhil numeric
@attribute tpq numeric
@attribute bekas numeric
@attribute commerce numeric
@attribute kampar numeric
@attribute bus numeric
@attribute executive numeric
@attribute joglosemar numeric
@attribute semarang numeric
@attribute shuttle numeric
@attribute tiket numeric
@attribute edukasi numeric
@attribute game numeric
@attribute sejarah numeric
@attribute walisongo numeric
@attribute abad numeric
@attribute apotek numeric
@attribute mulya numeric
@attribute obat numeric
@attribute isyarat numeric
@attribute tunarungu numeric
@attribute wicara numeric
@attribute modul numeric
@attribute negara numeric
@attribute sqr numeric
@attribute x numeric
@attribute kasih numeric
@attribute klinik numeric
@attribute medis numeric
@attribute nformasi numeric
@attribute pasien numeric
@attribute rekam numeric
@attribute salin numeric
@attribute waterfall numeric
@attribute @kelas@ {jarkom,kcb,komputasi,robot,rpl}

@data
1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, jarkom 
0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, jarkom 
